CP;lat/ln;Distance (meters);Zona;Tarifa
14269;19.29026237, -99.17718614;10.01258255;Sur2;140
14273;19.26417235, -99.22884426;13.96961156;Sur1;140
14275;19.26521351, -99.20837132;13.18682221;Sur1;140
14276;19.25995832, -99.19830492;13.54941031;Sur1;140
14300;19.29945391, -99.12681769;10.47500919;Sur2;140
14307;19.29973582, -99.1214206;10.75046419;Sur2;140
14309;19.29899301, -99.12106022;10.84021243;Sur2;140
14326;19.29918097, -99.11846248;10.97574059;Sur2;140
14329;19.29481851, -99.11694108;11.46631337;Sur2;140
14334;19.29750612, -99.1108152;11.59912508;Sur2;140
14335;19.29696233, -99.10645677;11.92973764;Sur2;140
14337;19.29879114, -99.10558395;11.83108843;Sur2;140
14338;19.29745335, -99.10250175;12.15386993;Sur2;140
14339;19.29705596, -99.10429903;12.06559433;Sur2;140
14350;19.30193226, -99.12920126;10.11038588;Sur2;140
14357;19.29556782, -99.13313487;10.53542374;Sur2;140
14408;19.2563874, -99.16329352;13.86572155;Sur2;140
14426;19.27458017, -99.18707291;11.79393198;Sur1;140
14429;19.271926, -99.18622874;12.08152696;Sur1;140
14430;19.27614361, -99.17195816;11.5997725;Sur2;140
14439;19.27181373, -99.17544296;12.06667933;Sur2;140
14449;19.26966755, -99.18169067;12.30810308;Sur1;140
14450;19.26716711, -99.18494825;12.60099188;Sur1;140
14629;19.28304764, -99.16037716;10.97238703;Sur2;140
14630;19.27491163, -99.16549997;11.79294275;Sur2;140
14730;19.27068002, -99.23244818;13.45946992;Sur1;140
14738;19.27204843, -99.23930257;13.6454101;Sur1;140
14740;19.27321444, -99.22628492;12.93841462;Sur1;140
15220;19.45308508, -99.11992216;10.13241979;Norte2;140
15339;19.44413518, -99.10469816;10.46749977;Norte2;140
15380;19.43324126, -99.11335654;8.983088316;Oriente;90
15390;19.43061829, -99.11194309;8.909651276;Oriente;90
15400;19.442113, -99.09734562;10.90355501;Norte2;140
15530;19.43246714, -99.09687902;10.30193388;Oriente;140
15600;19.42512598, -99.06354164;13.00355958;Oriente;140
15670;19.42013735, -99.0721698;11.95644225;Oriente;140
15700;19.4205271, -99.08855818;10.39800475;Oriente;140
15720;19.41631485, -99.08332426;10.71250355;Oriente;140
15850;19.40767592, -99.11814287;6.982545977;Oriente;90
15860;19.41042979, -99.1162783;7.294467107;Oriente;90
15970;19.42087759, -99.11578593;7.937969343;Oriente;90
15980;19.41537907, -99.11656387;7.537283382;Oriente;90
16029;19.264362, -99.13517781;13.65479944;Sur2;140
16034;19.28138629, -99.10879368;13.18334202;Sur2;140
16039;19.27146042, -99.11956165;13.57035154;Sur2;140
9240;19.35708514, -99.06479111;12.1592231;Oriente;140
1010;19.36048047, -99.19406336;2.770834267;Centro;40
1020;19.35680272, -99.18719435;2.78340617;Sur1;60
1048;19.3564367, -99.19486293;3.186022648;Sur1;60
1050;19.34967518, -99.18245238;3.436813643;Sur1;60
1080;19.33984785, -99.20483621;5.303581829;Sur1;60
1089;19.33750876, -99.20315483;5.438374288;Sur1;60
1090;19.337273, -99.19868861;5.251523367;Sur1;60
1100;19.39283045, -99.20500224;3.150716437;Poniente;60
1110;19.39497328, -99.21777321;4.473605628;Poniente;60
1140;19.39650027, -99.19523441;2.547340945;Centro;40
1150;19.39036583, -99.19889319;2.455100383;Centro;40
1170;19.38831296, -99.20661197;3.124596529;Poniente;60
1184;19.38527185, -99.19507093;1.868001886;Centro;40
1220;19.38922729, -99.22850254;5.383350723;Poniente;60
1240;19.38170802, -99.23838875;6.330169687;Poniente;90
1259;19.37984063, -99.23305613;5.769148956;Poniente;60
1269;19.38234384, -99.22679202;5.116839649;Poniente;60
1270;19.37988545, -99.21472638;3.846512972;Poniente;60
1278;19.38172902, -99.22103455;4.510681124;Poniente;60
1285;19.38053006, -99.20854912;3.198364362;Poniente;60
1289;19.38278527, -99.20869748;3.225626844;Poniente;60
1290;19.37482663, -99.22781398;5.254544569;Poniente;60
1296;19.37649653, -99.23266656;5.743738571;Poniente;60
1330;19.37072609, -99.2671354;9.404401639;Poniente;140
1377;19.37197499, -99.24129986;6.698136875;Poniente;90
1379;19.36277773, -99.25054203;7.849266408;Poniente;90
1408;19.37237367, -99.21801324;4.282863449;Poniente;60
1419;19.37930029, -99.20132814;2.443386795;Poniente;60
1460;19.37596704, -99.1952679;1.868474793;Centro;40
1509;19.3594254, -99.23937425;6.838212179;Poniente;90
1510;19.36630506, -99.23739614;6.416107613;Poniente;90
1538;19.36214712, -99.25160122;7.974422328;Poniente;90
1539;19.36236232, -99.24847624;7.651463021;Poniente;90
1548;19.3556782, -99.24239549;7.283402888;Sur1;90
1550;19.35912068, -99.23612063;6.530356785;Poniente;90
1560;19.36256529, -99.23141044;5.934004747;Poniente;60
1569;19.35938644, -99.23303885;6.218811414;Poniente;90
1588;19.34795899, -99.24610635;7.993363411;Sur1;90
1590;19.35396884, -99.24531658;7.639087053;Sur1;90
1620;19.36308946, -99.21379884;4.209515611;Poniente;60
1650;19.35321391, -99.23871479;7.039999176;Sur1;90
1700;19.34230009, -99.2267578;6.630085839;Sur1;90
1730;19.34610417, -99.23393498;6.987223437;Sur1;90
1800;19.3302272, -99.27148526;11.27268189;Sur1;140
1820;19.3433227, -99.25901879;9.436321281;Sur1;140
1849;19.33228522, -99.25360663;9.556486431;Sur1;140
1857;19.31807113, -99.26755303;11.6637731;Sur1;140
1863;19.31190931, -99.27136667;12.39648001;Sur1;140
1900;19.31988769, -99.2070328;7.373704881;Sur1;90
1990;19.30910312, -99.21111938;8.643666749;Sur1;90
2020;19.48663556, -99.17898206;11.82391647;Norte1;140
2070;19.47317976, -99.18552021;10.35690307;Norte1;140
2080;19.46629557, -99.181625;9.569129169;Norte1;140
2120;19.50323489, -99.19239242;13.75165748;Norte1;140
2130;19.49948758, -99.20065292;13.46269486;Norte1;140
2169;19.48979031, -99.19205735;12.26248547;Norte1;140
2240;19.4927258, -99.18249786;12.50938665;Norte1;140
2250;19.49199219, -99.17583355;12.42134121;Norte2;140
2300;19.49536042, -99.16366003;12.88245841;Norte2;140
2320;19.49011602, -99.15380067;12.47266068;Norte2;140
2330;19.48897103, -99.15930138;12.24224733;Norte2;140
2350;19.48242557, -99.16473763;11.44098472;Norte2;140
2360;19.48754973, -99.16480584;12.00587107;Norte2;140
2430;19.49588937, -99.20164397;13.08826824;Norte1;140
2480;19.48512498, -99.19999338;11.88032991;Norte1;140
2490;19.483087, -99.19140933;11.5143617;Norte1;140
2525;19.49163667, -99.17191597;12.39636309;Norte2;140
2530;19.47285139, -99.17461584;10.29712269;Norte2;140
2630;19.4825153, -99.15289269;11.66771591;Norte2;140
2650;19.47834002, -99.15105997;11.26274391;Norte2;140
2660;19.47764225, -99.160689;10.97570062;Norte2;140
2700;19.47533447, -99.2040866;10.91369867;Norte1;140
2710;19.48403902, -99.20976696;12.00445203;Norte1;140
2718;19.48560842, -99.2164511;12.38205268;Norte1;140
2730;19.48004076, -99.19127136;11.17642327;Norte1;140
2739;19.4822829, -99.19257544;11.44124527;Norte1;140
2750;19.47698466, -99.21036873;11.27165843;Norte1;140
2770;19.47521602, -99.19436117;10.69128838;Norte1;140
2840;19.46392685, -99.17472789;9.304987046;Norte2;140
2850;19.4629492, -99.16371116;9.312074598;Norte2;140
2930;19.47045171, -99.15245063;10.37743229;Norte2;140
2980;19.46554505, -99.15173844;9.872063871;Norte2;140
2990;19.46578756, -99.14648423;10.06552218;Norte2;140
3100;19.38365687, -99.16779914;1.138907487;Centro;40
3103;19.39523521, -99.16614401;2.078056514;Centro;40
3220;19.37097685, -99.17206754;1.21268183;Centro;40
3300;19.36162416, -99.14891858;3.695727877;Centro;40
3303;19.36915203, -99.14950485;3.241780031;Centro;40
3310;19.3683094, -99.16025314;2.295084955;Centro;40
3330;19.36183489, -99.16671752;2.373378214;Centro;40
3500;19.38157918, -99.13724526;4.28342335;Centro;40
3520;19.39009459, -99.13560049;4.584617805;Centro;40
3530;19.38740328, -99.13613943;4.467291697;Centro;40
3550;19.37319305, -99.13869808;4.203821768;Centro;40
3570;19.36588961, -99.14014243;4.288178629;Centro;40
3580;19.36125516, -99.14104738;4.422701207;Centro;40
3600;19.38191015, -99.15359095;2.572718529;Centro;40
3610;19.38234454, -99.14174748;3.815564375;Centro;40
3630;19.37970583, -99.14803108;3.150430767;Centro;40
3710;19.38329343, -99.18007736;0.3941208869;Centro;40
3730;19.37833975, -99.18465199;0.7252710843;Centro;40
3740;19.37701305, -99.1799093;0.4142364811;Centro;40
3920;19.37268797, -99.18341827;1.016487617;Centro;40
4010;19.34813385, -99.17258701;3.622915376;Sur2;60
4030;19.3478664, -99.15357498;4.427939056;Sur2;60
4120;19.35377406, -99.14847324;4.281910611;Sur2;60
4260;19.33888494, -99.11852933;7.759666138;Sur2;90
4280;19.33965916, -99.12435927;7.222307155;Sur2;90
4310;19.34208061, -99.17487172;4.26337299;Sur2;60
4317;19.34451573, -99.18052607;3.98787986;Sur1;60
4319;19.34123744, -99.18510362;4.406420522;Sur1;60
4326;19.34018482, -99.16159478;4.783731263;Sur2;60
4327;19.34165081, -99.16137765;4.640629169;Sur2;60
4330;19.33779325, -99.15515057;5.30281779;Sur2;60
4338;19.3355553, -99.1516375;5.695766939;Sur2;60
4350;19.33871968, -99.18065064;4.631949622;Sur1;60
4359;19.33745415, -99.18199068;4.782504222;Sur1;60
4370;19.33669243, -99.14462416;5.984936224;Sur2;60
4390;19.32707565, -99.14974924;6.622085225;Sur2;90
4410;19.33857703, -99.13450529;6.511873198;Sur2;90
4420;19.33308224, -99.12555388;7.609984368;Sur2;90
4600;19.31140655, -99.15327958;8.090127367;Sur2;90
4610;19.32821434, -99.14072572;6.992030377;Sur2;90
4650;19.30675426, -99.14785088;8.770982637;Sur2;90
4729;19.3102759, -99.17169178;7.815362752;Sur2;90
4730;19.29994133, -99.15584926;9.234741726;Sur2;140
4738;19.30770634, -99.16661519;8.161281062;Sur2;90
4810;19.31868686, -99.13224349;8.369415105;Sur2;90
4830;19.31927275, -99.12857124;8.544629471;Sur2;90
4840;19.31962927, -99.12173912;8.968325764;Sur2;90
4850;19.3058211, -99.12709018;9.858468408;Sur2;140
4899;19.31070468, -99.13080717;9.190752187;Sur2;140
4908;19.32365205, -99.10410425;9.99402476;Sur2;140
4910;19.31976646, -99.10833598;9.940816576;Sur2;140
4918;19.31090471, -99.10824723;10.6393671;Sur2;140
4938;19.30923086, -99.11673845;10.19054943;Sur2;140
4940;19.30419467, -99.11864487;10.51093594;Sur2;140
4960;19.3035291, -99.1041745;11.53130633;Sur2;140
4970;19.30306907, -99.11231296;11.01535305;Sur2;140
4980;19.30772786, -99.13801483;9.098204985;Sur2;140
5000;19.35778037, -99.29900283;12.93205098;Poniente;140
5010;19.35565033, -99.30797205;13.90116918;Sur1;140
5030;19.3598237, -99.29668064;12.65020321;Poniente;140
5100;19.37713401, -99.27238867;9.901038057;Poniente;140
5128;19.38569592, -99.26394181;9.028419142;Poniente;140
5220;19.37303824, -99.29081598;11.85540741;Poniente;140
5240;19.36548427, -99.28247951;11.0768947;Poniente;140
5310;19.36155524, -99.28716109;11.63319278;Poniente;140
5320;19.36332249, -99.27747434;10.59823503;Poniente;140
5349;19.34386194, -99.27376475;10.82701673;Sur1;140
5360;19.35387239, -99.2915863;12.26664997;Sur1;140
5379;19.35397445, -99.28771749;11.87021342;Sur1;140
5530;19.35092418, -99.29361683;12.55495018;Sur1;140
5780;19.36231699, -99.30568937;13.53702148;Poniente;140
6020;19.43844902, -99.12854896;8.292303109;Centro;40
6040;19.43091999, -99.14993161;6.354448199;Centro;40
6070;19.42891973, -99.14520365;6.410641893;Centro;40
6100;19.40926293, -99.17124177;3.298507474;Centro;40
6220;19.46174962, -99.13435607;10.14992989;Norte2;140
6280;19.45389374, -99.12628407;9.820339606;Norte2;140
6400;19.44834366, -99.15882895;7.829823542;Norte2;90
6470;19.43798457, -99.16251154;6.61779259;Centro;40
6700;19.41833452, -99.16271458;4.524670223;Centro;40
6760;19.40650564, -99.16233967;3.347629796;Centro;40
6800;19.41502777, -99.13932677;5.60451372;Centro;40
6850;19.40457253, -99.13135302;5.592872885;Centro;40
6920;19.45906891, -99.14328907;9.486943233;Norte2;140
7020;19.48488647, -99.12165304;13.04677315;Norte2;140
7050;19.48392196, -99.11366319;13.35472007;Norte2;140
7300;19.49302435, -99.12918824;13.54101721;Norte2;140
7450;19.47806807, -99.09532788;13.90818756;Norte2;140
7480;19.47154879, -99.09697987;13.23743138;Norte2;140
7730;19.49200494, -99.14190748;12.98615716;Norte2;140
7740;19.48791551, -99.14169051;12.55884452;Norte2;140
7750;19.49100142, -99.14984569;12.65950185;Norte2;140
7770;19.47858767, -99.14295316;11.5319869;Norte2;140
7830;19.46999921, -99.10387167;12.64896839;Norte2;140
7850;19.46726942, -99.11026221;12.00236334;Norte2;140
7858;19.46409307, -99.10569963;12.01598769;Norte2;140
7860;19.46478317, -99.11400511;11.54816414;Norte2;140
7870;19.46869347, -99.13201452;10.95045412;Norte2;140
7880;19.46019227, -99.11390761;11.14310604;Norte2;140
7889;19.46155728, -99.11836083;10.99194151;Norte2;140
7899;19.45223356, -99.10497446;11.07765392;Norte2;140
7930;19.47349504, -99.08975567;13.89686362;Norte2;140
7939;19.47409974, -99.09144464;13.83010716;Norte2;140
7940;19.46905527, -99.09185891;13.38287927;Norte2;140
7950;19.46893931, -99.08450925;13.90593411;Norte2;140
7960;19.45279278, -99.0983915;11.60912455;Norte2;140
8010;19.39293869, -99.08868186;9.479433643;Oriente;140
8020;19.38654629, -99.09648769;8.584269044;Oriente;90
8030;19.38760272, -99.09200602;9.062636096;Oriente;140
8180;19.40435127, -99.06675484;11.97657659;Oriente;140
8188;19.40722283, -99.06810361;11.91480304;Oriente;140
8189;19.4059443, -99.06844529;11.84514216;Oriente;140
8210;19.39897825, -99.12684984;5.758610814;Centro;40
8220;19.39412219, -99.12917789;5.352380096;Centro;40
8240;19.39212726, -99.12459872;5.759492458;Centro;40
8300;19.40113622, -99.12096245;6.421073012;Centro;40
8520;19.39174788, -99.07066223;11.33651352;Oriente;140
8600;19.390353, -99.11952137;6.240882918;Oriente;90
8619;19.39720834, -99.12134237;6.238801441;Centro;40
8620;19.39614453, -99.11635407;6.707540608;Oriente;90
8650;19.39231057, -99.11663062;6.580074082;Oriente;90
8770;19.38928762, -99.11460547;6.730237179;Oriente;90
8830;19.38098681, -99.1286281;5.185527562;Centro;40
8840;19.37761315, -99.12876406;5.179413548;Centro;40
8900;19.38409655, -99.10622366;7.546782091;Oriente;90
8920;19.38758189, -99.11693062;6.462705365;Oriente;90
8930;19.38470182, -99.1164364;6.48220559;Oriente;90
9040;19.37510319, -99.08931176;9.327131908;Oriente;140
9209;19.36703312, -99.05062919;13.44836384;Oriente;140
9219;19.38610714, -99.05274303;13.16047985;Oriente;140
9310;19.37312126, -99.0699607;11.36719491;Oriente;140
9366;19.36379217, -99.07670712;10.7891006;Oriente;140
9410;19.37543583, -99.10472997;7.710896373;Oriente;90
9429;19.379994, -99.10855936;7.290165125;Oriente;90
9460;19.36375935, -99.13483881;4.892777139;Centro;40
9479;19.36552141, -99.13003573;5.298953276;Centro;40
9720;19.33875201, -99.05740649;13.47426236;Sur2;140
9770;19.32757588, -99.06483074;13.2470205;Sur2;140
9779;19.32804035, -99.06161483;13.52810069;Sur2;140
9809;19.34125903, -99.10453963;8.850672265;Sur2;90
9829;19.35105521, -99.09525001;9.275790754;Sur2;140
9830;19.34601606, -99.07379946;11.58281522;Sur2;140
9839;19.33690089, -99.06742203;12.57010086;Sur2;140
9856;19.35079421, -99.0893582;9.86662867;Sur2;140
9857;19.34000422, -99.08353631;10.88159183;Sur2;140
9859;19.32994753, -99.08086265;11.63311261;Sur2;140
9860;19.33501655, -99.08246609;11.22182824;Sur2;140
9880;19.31765397, -99.08677153;11.84295023;Sur2;140
9890;19.31829279, -99.09336658;11.24703776;Sur2;140
9897;19.31235978, -99.0918023;11.78878383;Sur2;140
9899;19.32830148, -99.09267272;10.66211218;Sur2;140
9900;19.30585362, -99.07208441;13.86208205;Sur2;140
9979;19.30085551, -99.08113811;13.47035052;Sur2;140
10010;19.32435108, -99.24248823;9.186909889;Sur1;140
10100;19.33356286, -99.21350529;6.390714117;Sur1;90
10110;19.33144647, -99.21169649;6.478246757;Sur1;90
10200;19.32564574, -99.22541946;7.850262634;Sur1;90
10210;19.32490995, -99.23239201;8.392395616;Sur1;90
10620;19.30665417, -99.25288666;11.3447123;Sur1;140
10700;19.31341885, -99.22449513;8.890933061;Sur1;90
10710;19.31000127, -99.22833346;9.430391969;Sur1;140
10720;19.30749248, -99.22902245;9.702569368;Sur1;140
10800;19.30888973, -99.23446249;9.90339978;Sur1;140
10830;19.30320754, -99.23477759;10.43574299;Sur1;140
10840;19.30382425, -99.23314894;10.28246208;Sur1;140
11000;19.41908818, -99.21906803;6.09083103;Poniente;90
11220;19.44857395, -99.21800538;8.670496487;Norte1;90
11240;19.46313712, -99.1968249;9.418508881;Norte1;140
11259;19.44870908, -99.21095296;8.352008063;Norte1;90
11260;19.45240019, -99.20876826;8.639429446;Norte1;90
11280;19.45747525, -99.19527731;8.768972901;Norte1;90
11289;19.45468546, -99.19982953;8.580168567;Norte1;90
11420;19.45532638, -99.17370653;8.354577246;Norte2;90
11430;19.45092591, -99.19655172;8.088730703;Norte1;90
11460;19.4462773, -99.18577611;7.380401479;Norte1;90
11489;19.44444138, -99.19689263;7.400211322;Norte1;90
11540;19.43279666, -99.19886916;6.231616743;Centro;40
11550;19.43190941, -99.19368776;5.967775272;Centro;40
11600;19.43559906, -99.21786619;7.43194827;Poniente;90
11610;19.44318811, -99.22673651;8.65764679;Norte1;90
11820;19.40379252, -99.20271522;3.675544194;Poniente;60
11850;19.41153163, -99.18523366;3.552961818;Centro;40
11930;19.40339949, -99.23368794;6.374925412;Poniente;90
14000;19.28772723, -99.17043161;10.32511804;Sur2;140
14010;19.29970676, -99.19293949;9.096978748;Sur1;140
14039;19.29760795, -99.17062418;9.228399014;Sur2;140
14040;19.29817062, -99.16356152;9.258605368;Sur2;140
14080;19.28963674, -99.15777257;10.30396812;Sur2;140
14090;19.28012442, -99.16525545;11.22016502;Sur2;140
14100;19.28483883, -99.23577832;12.22133508;Sur1;140
14120;19.30953717, -99.22046261;9.039485005;Sur1;140
14210;19.30062755, -99.20333313;9.247954481;Sur1;140
14219;19.29181155, -99.20075299;10.12390955;Sur1;140
14250;19.28051867, -99.20135886;11.3617635;Sur1;140
14260;19.28281542, -99.192315;10.9429463;Sur1;140
14266;19.29301452, -99.19026188;9.790225878;Sur1;140
14267;19.29304555, -99.18374638;9.721023425;Sur1;140
14270;19.271978, -99.20003548;12.26404049;Sur1;140
14310;19.30526161, -99.13247179;9.617896178;Sur2;140
14325;19.29829893, -99.11411642;11.3206257;Sur2;140
14328;19.29642061, -99.11322583;11.5443582;Sur2;140
14330;19.29590096, -99.10976309;11.80798055;Sur2;140
14340;19.30053807, -99.13768103;9.82936022;Sur2;140
14356;19.30320242, -99.13334554;9.772887911;Sur2;140
14358;19.29061371, -99.13367943;11.00657922;Sur2;140
14360;19.29323465, -99.11299525;11.84639303;Sur2;140
14376;19.2927431, -99.13905361;10.56146384;Sur2;140
14380;19.28460758, -99.13506464;11.55769144;Sur2;140
14386;19.28813108, -99.13776343;11.08695392;Sur2;140
14387;19.2877304, -99.13195869;11.37351759;Sur2;140
14389;19.28782534, -99.14549059;10.83606162;Sur2;140
14390;19.29164067, -99.12359843;11.3951365;Sur2;140
14399;19.29620537, -99.12355512;10.96127798;Sur2;140
14410;19.28287666, -99.18333461;10.8475512;Sur1;140
14438;19.27385179, -99.17805683;11.83693569;Sur2;140
14608;19.2778068, -99.14889976;11.80068492;Sur2;140
14610;19.28556704, -99.14999909;10.93794447;Sur2;140
14620;19.28031854, -99.15579033;11.36073793;Sur2;140
14643;19.27021107, -99.14907877;12.61378557;Sur2;140
14658;19.25678888, -99.18286527;13.74350119;Sur1;140
14735;19.26783422, -99.23629253;13.91903889;Sur1;140
14748;19.27048947, -99.22179738;13.04481263;Sur1;140
15000;19.41262216, -99.09253817;9.6628077;Oriente;140
15100;19.4303988, -99.12254626;8.057552631;Centro;40
15120;19.42956619, -99.12159601;8.066714009;Centro;40
15200;19.44759228, -99.11744299;9.817962896;Norte2;140
15210;19.45676544, -99.11915211;10.50940438;Norte2;140
15230;19.44938687, -99.12057863;9.764486577;Norte2;140
15270;19.44368758, -99.12033444;9.290924429;Norte2;140
15280;19.43591186, -99.11266994;9.233727588;Oriente;140
15299;19.43325727, -99.12005416;8.466239449;Centro;40
15310;19.45250806, -99.11234307;10.58089145;Norte2;140
15320;19.43830627, -99.10794972;9.780548426;Oriente;140
15330;19.44055234, -99.10630525;10.07512776;Oriente;140
15340;19.43921636, -99.11126585;9.590679601;Oriente;140
15350;19.43650155, -99.11783934;8.884530917;Oriente;90
15420;19.44841928, -99.10063045;11.10414686;Norte2;140
15430;19.44710454, -99.09169144;11.7137859;Norte2;140
15460;19.43895359, -99.10406828;10.1362883;Oriente;140
15510;19.4444174, -99.08433731;12.14211176;Norte2;140
15520;19.43941942, -99.08265175;11.97184265;Oriente;140
15540;19.42218227, -99.09714716;9.679749334;Oriente;140
15610;19.42203495, -99.06356592;12.87346986;Oriente;140
15630;19.42624427, -99.06982809;12.44764059;Oriente;140
15650;19.42877682, -99.06827251;12.71332084;Oriente;140
15680;19.42446391, -99.05669266;13.64315102;Oriente;140
15730;19.41610482, -99.08221066;10.81230834;Oriente;140
15740;19.41418399, -99.07802009;11.1481999;Oriente;140
15810;19.42035146, -99.12382859;7.223575003;Centro;40
15820;19.41589116, -99.12473388;6.851182478;Centro;40
15900;19.41588022, -99.10690287;8.446638742;Oriente;90
15940;19.40738703, -99.11063338;7.68644037;Oriente;90
15950;19.42021625, -99.11128403;8.291199972;Oriente;90
15990;19.41277045, -99.11878936;7.188624863;Oriente;90
16030;19.26643903, -99.12284248;13.92389838;Sur2;140
16036;19.30558844, -99.09527137;12.01946072;Sur2;140
9250;19.35304522, -99.06400452;12.34258189;Sur2;140
1000;19.34607232, -99.19317123;4.123349752;Sur1;60
1030;19.35738837, -99.17920298;2.550925444;Centro;40
1040;19.35556682, -99.19157428;3.094551899;Sur1;60
1060;19.34902266, -99.19779541;4.047907863;Sur1;60
1070;19.34456165, -99.18642797;4.070187976;Sur1;60
1130;19.39407601, -99.20607739;3.313923726;Poniente;60
1139;19.39586341, -99.20384173;3.210436574;Poniente;60
1210;19.38312576, -99.24098565;6.608067346;Poniente;90
1219;19.38694733, -99.24061694;6.603310853;Poniente;90
1250;19.38089325, -99.23587402;6.064833911;Poniente;90
1260;19.38247262, -99.22784476;5.227797888;Poniente;60
1275;19.38321106, -99.21978854;4.389098161;Poniente;60
1298;19.37156498, -99.22639993;5.163117894;Poniente;60
1320;19.37939765, -99.24941193;7.485238289;Poniente;90
1376;19.37049399, -99.25486127;8.129898071;Poniente;90
1389;19.35992219, -99.25783711;8.670260169;Poniente;90
1410;19.37808717, -99.20879291;3.233271993;Poniente;60
1420;19.381337, -99.19524214;1.806093526;Centro;40
1430;19.36668458, -99.22591826;5.243838816;Poniente;60
1470;19.37262326, -99.19987364;2.442498428;Centro;40
1530;19.36076308, -99.24736535;7.588052752;Poniente;90
1537;19.36540928, -99.24550521;7.266338062;Poniente;90
1549;19.35704732, -99.24579782;7.561877719;Poniente;90
1566;19.3624637, -99.22555814;5.363062498;Poniente;60
1567;19.36071664, -99.23827799;6.68196443;Poniente;90
1610;19.36147937, -99.21958744;4.833166284;Poniente;60
1630;19.35635277, -99.23255773;6.30694814;Sur1;90
1645;19.35831156, -99.22770941;5.753943635;Poniente;60
1710;19.35726306, -99.20569147;3.868669527;Poniente;60
1729;19.33804274, -99.24843654;8.751810788;Sur1;90
1740;19.34779837, -99.2267168;6.254584509;Sur1;90
1770;19.33031722, -99.23660863;8.283993748;Sur1;90
1789;19.33643991, -99.21556036;6.266404514;Sur1;90
1790;19.34387143, -99.20823491;5.141297657;Sur1;60
1807;19.33324195, -99.25807012;9.891571292;Sur1;140
1859;19.32244943, -99.26843372;11.45791942;Sur1;140
1870;19.32529161, -99.25743662;10.33291844;Sur1;140
1904;19.31820963, -99.22039481;8.209838579;Sur1;90
1940;19.31527885, -99.21868459;8.393241404;Sur1;90
2000;19.48112819, -99.18613792;11.24309391;Norte1;140
2010;19.48648581, -99.18584099;11.83503631;Norte1;140
2040;19.48098217, -99.1781568;11.194897;Norte1;140
2050;19.47812633, -99.1807158;10.88090569;Norte1;140
2090;19.46145047, -99.18371753;9.0425615;Norte1;140
2099;19.46777798, -99.18909375;9.795250074;Norte1;140
2110;19.50573279, -99.18717244;13.97973275;Norte1;140
2129;19.49813722, -99.1871638;13.13718278;Norte1;140
2140;19.49498139, -99.1908766;12.82217089;Norte1;140
2150;19.49442061, -99.19564822;12.82251922;Norte1;140
2160;19.48807173, -99.19116866;12.06180926;Norte1;140
2200;19.49414728, -99.18755243;12.69786681;Norte1;140
2230;19.49981121, -99.1790625;13.28900106;Norte1;140
2310;19.50560575, -99.17545854;13.93557433;Norte2;140
2340;19.4875857, -99.15466393;12.17879858;Norte2;140
2450;19.49313663, -99.19823769;12.72357747;Norte1;140
2460;19.48669445, -99.19403045;11.94803146;Norte1;140
2479;19.48205495, -99.19537817;11.45901576;Norte1;140
2510;19.48396005, -99.17304593;11.53799686;Norte2;140
2520;19.48419951, -99.16996475;11.58377894;Norte2;140
2540;19.47350972, -99.1652685;10.45042043;Norte2;140
2680;19.47456001, -99.16066312;10.6383438;Norte2;140
2719;19.47873195, -99.21666037;11.66924249;Norte1;140
2720;19.48078346, -99.20378058;11.49375923;Norte1;140
2780;19.47328631, -99.19669094;10.52214908;Norte1;140
2860;19.46106496, -99.16272751;9.122986845;Norte2;140
2900;19.47273818, -99.15573505;10.5414199;Norte2;140
2910;19.47071652, -99.15002575;10.47438056;Norte2;140
2920;19.47231518, -99.16096807;10.38695223;Norte2;140
2940;19.47108984, -99.14685676;10.61193873;Norte2;140
2950;19.47041476, -99.15798446;10.23859394;Norte2;140
3010;19.40305582, -99.1475225;4.08148748;Centro;40
3023;19.39322576, -99.1501197;3.263809193;Centro;40
3200;19.3762817, -99.17484113;0.5603147474;Centro;40
3230;19.36880251, -99.17844089;1.279534484;Centro;40
3400;19.39795117, -99.14153328;4.304395527;Centro;40
3410;19.39071368, -99.14199583;3.955801197;Centro;40
3420;19.38970326, -99.14456355;3.665505511;Centro;40
3440;19.38620151, -99.14411219;3.620609767;Centro;40
3540;19.37562506, -99.13812277;4.22129161;Centro;40
3560;19.37055573, -99.13932688;4.204976774;Centro;40
3590;19.35842878, -99.14162776;4.530081298;Centro;40
3640;19.37859533, -99.14112086;3.879240533;Centro;40
3720;19.38054163, -99.17893235;0.095374064;Centro;40
3800;19.3902592, -99.18487286;1.317662464;Centro;40
3900;19.36646589, -99.1853922;1.720308543;Centro;40
3930;19.36556992, -99.1898864;2.055132919;Centro;40
3940;19.36495057, -99.18031961;1.723617026;Centro;40
4020;19.34670644, -99.15790364;4.292704084;Sur2;60
4100;19.35406177, -99.16386154;3.276095029;Sur2;60
4200;19.34597742, -99.13511228;5.904810237;Sur2;60
4230;19.35485085, -99.12685606;6.071326024;Sur2;90
4270;19.34134617, -99.13064803;6.595688781;Sur2;90
4318;19.34331701, -99.18261283;4.140418263;Sur1;60
4336;19.34060682, -99.15496356;5.035337616;Sur2;60
4340;19.33835146, -99.18686783;4.755564075;Sur1;60
4360;19.33384673, -99.17767515;5.165965076;Sur2;60
4368;19.33402745, -99.17460654;5.158442273;Sur2;60
4369;19.32839033, -99.16694122;5.889183637;Sur2;60
